Year,Month,State,Location,Food,Ingredient,Species,Serotype/Genotype,Status,Illnesses,Hospitalizations,Fatalities
1999,May,Michigan,,"Sandwich, Submarine",,,,,30,,
1999,May,Michigan,,"Ground Beef, Sloppy Joe; Corn, Unspecified",,,,,21,,
1999,May,Michigan,,,,,,,10,,
1999,May,Michigan,,"Deli Meat, Sliced Ham",,,,,10,,
1999,May,Michigan,Restaurant,,,,,,2,0,0
1999,May,Michigan,Restaurant,,,,,,2,,
1999,May,Michigan,Restaurant,,,,,,3,0,0
1999,May,Michigan,Restaurant,"Pizza, Unspecified",,,,,2,0,0
1999,May,Michigan,,,,,,,21,0,0
1999,May,Michigan,Restaurant,"Nachos, Unspecified",,,,,3,,
1999,May,Michigan,Restaurant,,,,,,6,0,0
1999,May,Michigan,Restaurant,,,,,,7,0,0
1999,May,Michigan,School/College/University,,,,,,21,0,0
1999,May,Minnesota,Private Home/Residence,Rolls,,Norovirus genogroup I,,Suspected,12,0,0
1999,May,Minnesota,Restaurant,,,Salmonella enterica,Heidelberg,Confirmed,3,2,0
1999,May,Minnesota,School/College/University; Religious Facility,Multiple Foods,,Norovirus genogroup I,,Suspected,28,0,0
1999,May,Missouri,Religious Facility,"Pie, Merengue",Cream Filling,Salmonella enterica,Enteritidis,Confirmed,39,2,0
1999,May,Multistate,Restaurant; Private Home/Residence,"Ground Beef, Unspecified",Beef,"Escherichia coli, Shiga toxin-producing",O157:NM (H-),Confirmed,7,,
1999,May,Multistate,Restaurant,"Ground Beef, Hamburger",Beef,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,9,,
1999,May,Multistate,Restaurant,"Basil, Unspecified",Spices,Shigella sonnei,,Confirmed,10,,
1999,May,Multistate,Private Home/Residence,,,Salmonella enterica,Enteritidis,Confirmed,2,0,0
1999,May,Nebraska,Restaurant,"Dips, Unspecified",,Norovirus genogroup II,Other,Confirmed,127,0,0
1999,May,Nebraska,Restaurant,"Fried Rice, Unspecified",Rice,Bacillus cereus,,Confirmed,4,0,0
1999,May,New York,Catering Service,Multiple Foods,,Virus,,Suspected,70,,
1999,May,New York,Restaurant,,,Virus,,Suspected,34,,
1999,May,New York,Hospital,"Chicken, Roasted",,,,,8,,
1999,May,New York,Restaurant,Unspecified Fish,,Scombroid toxin,,Confirmed,4,0,0
1999,May,North Carolina,,"Ground Beef, Unspecified",,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,2,,
1999,May,North Carolina,,"Ground Beef, Unspecified",,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,2,,
1999,May,North Dakota,Restaurant,,,Norovirus genogroup I,,Confirmed,85,1,0
1999,May,Ohio,Restaurant,,,Norovirus genogroup I,,Confirmed,66,0,0
1999,May,Ohio,Restaurant,"Burrito, Unspecified; Fajita, Chicken",Chicken; Chicken,,,,2,0,0
1999,May,Ohio,Restaurant,Mashed Potato/Gravy,,Bacillus cereus,,Confirmed,4,,0
1999,May,Ohio,Restaurant,Crab Dishes,,Norovirus genogroup II,Unknown,Confirmed,16,0,0
1999,May,Ohio,Restaurant; Private Home/Residence,,,Norovirus genogroup II,Unknown,Confirmed,21,0,0
1999,May,Ohio,Private Home/Residence; Grocery Store,"Cake, Unspecified; Cookies, Unspecified",,Norovirus genogroup I,,Suspected,8,0,0
1999,May,Ohio,Private Home/Residence,Fruit Salad,,Norovirus genogroup I,,Suspected,7,0,0
1999,May,Ohio,,"Pizza, Unspecified",,Norovirus genogroup I,,Confirmed,7,,
1999,May,Ohio,Restaurant,"Sandwich, Deli",,,,,12,4,0
1999,May,Ohio,Restaurant,,,,,,3,0,0
1999,May,Ohio,Restaurant,,,,,,27,0,0
1999,May,Ohio,Private Home/Residence,,,,,,15,0,0
1999,May,Pennsylvania,Restaurant,,,,,,33,,0
1999,May,Pennsylvania,,,,Norovirus genogroup I,,Suspected,54,,
1999,May,Pennsylvania,Private Home/Residence,Caesar Salad,,Salmonella enterica,Heidelberg,Confirmed,25,,
1999,May,Pennsylvania,Restaurant; Grocery Store,,,,,,13,,
1999,May,Pennsylvania,School/College/University,,,Norovirus genogroup I,,Suspected,21,,
1999,May,Pennsylvania,Catering Service,,,Norovirus genogroup I,,Suspected,10,0,0
1999,May,Pennsylvania,Catering Service,,,,,,28,,
1999,May,Rhode Island,Restaurant,Mesclun Mix Salad,,,,,56,1,0
1999,May,South Carolina,Restaurant,,,,,,17,,
1999,May,Tennessee,Restaurant,,,Norovirus genogroup I,,Confirmed,4,0,0
1999,May,Texas,,"Bbq, Unspecified",,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,10,,
1999,May,Virginia,Restaurant,"Chicken, Other",,Salmonella enterica,Muenchen,Confirmed,22,,0
1999,May,Virginia,Restaurant,"French Toast, Unspecified; Pork, Bacon; Ham, Unspecified",Egg,Salmonella enterica,Enteritidis,Confirmed,177,8,0
1999,May,Virginia,Restaurant,Mixed Fruit,,Norovirus genogroup I,,Confirmed,49,0,0
1999,May,Virginia,Restaurant,Unspecified Fruit,,Salmonella enterica,Enteritidis,Confirmed,13,0,0
1999,May,Washington,Restaurant,"Ethnic Style, Unspecified",,,,,2,0,
1999,May,Washington,Restaurant,"Noodles, Unspecified; Chicken, Unspecified; Pork, Unspecified",,,,,2,,
1999,May,Washington,Restaurant,Chow Mein; Pork Fried Rice,,,,,2,,
1999,May,Washington,Restaurant,"Sandwich, Beef",,,,,4,0,
1999,May,Wisconsin,School/College/University,"Tomato Sauce, Unspecified",,Clostridium perfringens,,Confirmed,35,0,0
1999,May,Wisconsin,Restaurant,"Melon, Unspecified; Watermelon; Pineapple, Unspecified",,Norovirus genogroup I,,Confirmed,23,1,0
1999,May,Wisconsin,Catering Service,"Chicken, Unspecified; Gravy, Chicken",,Clostridium perfringens,,Confirmed,20,0,0
1999,May,Wisconsin,Office/Indoor Workplace,,,Norovirus genogroup I,,Confirmed,9,0,0
1999,June,Alabama,Grocery Store,,,,,,2,,
1999,June,Alabama,Restaurant,"Whipped Cream, Unspecified",,,,,7,0,0
1999,June,Alabama,Restaurant,"Frosting/Icing, Whipped Cream",,,,,7,1,0
1999,June,Alabama,Restaurant,,,,,,48,0,0
1999,June,Alabama,Restaurant,,,,,,2,0,0
1999,June,California,Restaurant,"Sandwich, Unspecified",,Norovirus genogroup I,,Suspected,9,0,0
1999,June,California,Restaurant,,,Shigella sonnei,,Confirmed,15,0,0
1999,June,California,Private Home/Residence,"Beef, Unspecified; Tripe",,Salmonella enterica,Thompson,Confirmed,47,0,0
1999,June,California,Restaurant,"Chicken, Other",,Norovirus genogroup I,,Suspected,8,0,0
1999,June,California,Restaurant,,,Norovirus genogroup I,,Suspected,25,0,0
1999,June,California,Private Home/Residence,"Meat, Unspecified",,Norovirus genogroup I,,Suspected,14,0,0
1999,June,California,Catering Service,Potato Salad,,Virus,,Suspected,14,0,0
1999,June,California,Restaurant,,,,,,5,0,0
1999,June,California,Private Home/Residence,"Steak, Prime Rib",,,,,3,0,0
1999,June,California,Restaurant,,,,,,13,0,0
1999,June,California,Private Home/Residence,"Rice, Unspecified",,Bacillus cereus; Clostridium perfringens,,Confirmed; Suspected,32,0,0
1999,June,California,,,,,,,21,2,0
1999,June,California,Religious Facility,Potato Salad,,Shigella boydii,,Confirmed,52,6,0
1999,June,California,Restaurant,,,Virus,,Suspected,14,0,0
1999,June,California,Restaurant,Hollandaise Sauce,,Salmonella enterica,,Suspected,2,0,0
1999,June,Colorado,Restaurant,"Pizza, Meat And Vegetable",Pork,Staphylococcus aureus,,Suspected,4,0,0
1999,June,Colorado,Restaurant,"Burrito, Unspecified",Cheese,Staphylococcus aureus,,Suspected,8,0,0
1999,June,Connecticut,Restaurant,,,Salmonella enterica,Miami,Confirmed,19,4,0
1999,June,Florida,Restaurant,"Chicken, Other",,,,,5,,
1999,June,Florida,Religious Facility,"Roast Beef, Unspecified",Beef,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,17,7,0
1999,June,Florida,Restaurant,"Shrimp, Raw; Shrimp Dishes Unspecified; Shrimp Scampi",,Vibrio parahaemolyticus,,Suspected,2,0,0
1999,June,Florida,Restaurant,"Soda, Unspecified; Pizza, Unspecified",,,,,2,,
1999,June,Florida,Restaurant,,,,,,2,,
1999,June,Florida,Restaurant,,,,,,2,,
1999,June,Florida,,"Fish, Codfish",,Vibrio other,,Suspected,2,,
1999,June,Florida,Restaurant,"Soup, Clam Chowder",,,,,2,,
1999,June,Florida,Restaurant,Mashed Potato/Gravy,,Clostridium perfringens,,Suspected,2,0,0
1999,June,Florida,Restaurant,"Ground Beef, Hamburger",,,,,3,0,0
1999,June,Florida,Restaurant,"Pizza, Unspecified",,,,,3,1,
1999,June,Florida,Restaurant,"Chicken, Marsala",,,,,3,,
1999,June,Florida,Restaurant,,,,,,3,,
1999,June,Florida,Grocery Store,"Cake, Unspecified; Frosting/Icing, Whipped Cream",,,,,3,0,0
1999,June,Florida,Restaurant,"Other Food; Shrimp, Unspecified",,Vibrio parahaemolyticus,,Suspected,2,0,0
1999,June,Florida,Restaurant,"Nachos, Unspecified",,,,,3,0,0
1999,June,Florida,Restaurant,"Pizza, Meat",,,,,2,0,0
1999,June,Florida,Restaurant,"Pizza, Meat",,Staphylococcus aureus,,Suspected,3,1,0
1999,June,Florida,Restaurant,"Sandwich, Cuban",,Staphylococcus aureus,,Suspected,2,0,0
1999,June,Florida,,"Mashed Potato/Gravy; Chicken, Unspecified",,,,,2,0,0
1999,June,Florida,Restaurant,"Sandwich, Unspecified",,Norovirus genogroup I,,Suspected,6,0,0
1999,June,Georgia,Hospital,,,Norovirus genogroup II,Unknown,Confirmed,72,,
1999,June,Georgia,Camp,"Ground Beef, Hamburger",Beef,,,,3,0,0
1999,June,Hawaii,Restaurant,"Fish, Marlin, Unspecified",Fin Fish,Scombroid toxin,,Confirmed,2,0,0
1999,June,Illinois,,,,Shigella sonnei,,Confirmed,7,2,0
1999,June,Illinois,Restaurant,,,,,,3,0,0
1999,June,Illinois,Restaurant,,,Shigella sonnei,,Confirmed,5,0,0
1999,June,Illinois,Restaurant,,,,,,10,0,0
1999,June,Illinois,,,,,,,62,0,0
1999,June,Iowa,School/College/University; Camp,"Ground Beef, Hamburger",,Norovirus genogroup I,,Confirmed,27,11,
1999,June,Iowa,Restaurant,Cantaloupe; Honeydew Melon; Watermelon,,Norovirus genogroup I,,Confirmed,61,,
1999,June,Maine,Restaurant,"Turkey, Unspecified",,,,,3,1,0
1999,June,Maine,Restaurant,"Ravioli, Unspecified; Caesar Salad",,,,,4,0,0
1999,June,Maryland,Restaurant,,,,,,4,,
1999,June,Maryland,Restaurant,"Tuna, Unspecified",Fin Fish,Scombroid toxin,,Confirmed,2,0,0
1999,June,Maryland,Restaurant,,,,,,3,,
1999,June,Maryland,Restaurant,Crab Cakes,,,,,2,,
1999,June,Maryland,Catering Service,,,Norovirus genogroup I,,Confirmed,78,5,0
1999,June,Maryland,Restaurant,,,,,,2,0,0
1999,June,Maryland,Restaurant,"Nachos, Unspecified; Chicken, Unspecified",,,,,3,0,0
1999,June,Maryland,Catering Service,"Eggs, Unspecified; Corned Beef, Unspecified",,,,,10,,
1999,June,Maryland,Restaurant,Tuna Steak,,Scombroid toxin,,Suspected,2,2,0
1999,June,Maryland,Restaurant,Crab Cakes,,,,,3,1,0
1999,June,Maryland,Restaurant,"Green Beans, Unspecified",,,,,7,,
1999,June,Maryland,Restaurant,,,,,,10,0,0
1999,June,Maryland,Restaurant,"Sandwich, Beef",,Salmonella enterica,Montevideo,Confirmed,19,,0
1999,June,Massachusetts,Restaurant,,,,,,22,,
1999,June,Massachusetts,School/College/University,,,,,,42,,
1999,June,Massachusetts,,,,,,,32,,
1999,June,Michigan,,"Gravy, Beef; Roast Beef, Unspecified",,,,,50,,
1999,June,Michigan,,"Beef, Unspecified; Salmon, Unspecified",,,,,38,,
1999,June,Michigan,,Fruit Salad,,,,,34,,
1999,June,Michigan,,"Sandwich, Beef",,,,,26,,
1999,June,Michigan,,"Chicken Salad; Cake, Unspecified",,,,,21,,
1999,June,Michigan,,"Ground Beef, Meatballs",,,,,20,,
1999,June,Michigan,,"Steak, Prime Rib",,,,,19,,
1999,June,Michigan,,"Roast Beef, Unspecified",,,,,17,,
1999,June,Michigan,,Bearnaise Sauce,,,,,13,,
1999,June,Michigan,Restaurant,Chips And Salsa,,,,,3,,
1999,June,Michigan,Restaurant,"Fish, Perch; French Fries",,,,,2,,
1999,June,Michigan,Restaurant,"Sandwich, Submarine",,Norovirus genogroup I,,Suspected,25,0,0
1999,June,Michigan,Restaurant,,,,,,3,0,0
1999,June,Minnesota,Restaurant,,,Salmonella enterica,Montevideo,Confirmed,11,0,0
1999,June,Minnesota,Restaurant,,,Salmonella enterica,Heidelberg,Confirmed,50,9,0
1999,June,Minnesota,,"Ground Beef, Sloppy Joe",Beef,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,5,1,0
1999,June,Minnesota,Restaurant,"Sandwich, Submarine",,Clostridium perfringens,,Suspected,5,0,0
1999,June,Minnesota,Private Home/Residence; Grocery Store,"Broccoli, Unspecified; Potato Salad",,Norovirus genogroup I,,Suspected,25,1,0
1999,June,Multistate,,"Orange Juice, Unpasteurized",,Salmonella enterica,Muenchen,Confirmed,398,,
1999,June,Multistate,,,,Salmonella enterica,Enteritidis,Confirmed,2,0,0
1999,June,New Jersey,Restaurant,,,Salmonella enterica,Unknown,Confirmed,4,1,0
1999,June,New Jersey,Restaurant,,,Salmonella enterica,Unknown,Confirmed,2,0,0
1999,June,New Mexico,Restaurant,"Nachos And Cheese; Burrito, Beef",,Salmonella enterica,Oranienburg,Confirmed,73,16,0
1999,June,New York,Restaurant,Yellowfin Tuna,,Scombroid toxin,,Suspected,3,,
1999,June,New York,Restaurant,"Pudding, Rice; Cake, Tiramisu; Caesar Salad",Egg; Egg; Egg,Salmonella enterica,Enteritidis,Confirmed,5,,
1999,June,New York,Restaurant,"Cake, Tiramisu",Egg,Salmonella enterica,Enteritidis,Confirmed,23,,
1999,June,New York,Private Home/Residence,,,Salmonella enterica,Typhimurium,Confirmed,12,,
1999,June,New York,,"Chicken, Bbq",Chicken,Salmonella enterica,Heidelberg,Confirmed,41,,
1999,June,North Carolina,Restaurant,"Rice, Unspecified",,Bacillus cereus,,Confirmed,4,,
1999,June,North Carolina,Restaurant,"Salad, Unspecified",,Norovirus genogroup I,,Suspected,18,,
1999,June,Ohio,Private Home/Residence,"Corned Beef, Unspecified; Cake, Unspecified",,Norovirus genogroup I,,Confirmed,14,0,0
1999,June,Ohio,Restaurant,,,Norovirus genogroup I,,Confirmed,7,0,0
1999,June,Ohio,Camp,,,,,,20,0,0
1999,June,Ohio,Restaurant,,,,,,2,0,0
1999,June,Ohio,Private Home/Residence,"Chicken, Unspecified",,,,,2,0,0
1999,June,Ohio,Private Home/Residence,"Turkey, Unspecified; Pasta, Unspecified; Ham, Unspecified",,Norovirus genogroup I,,Confirmed,27,2,0
1999,June,Oregon,Restaurant,,,Norovirus genogroup I,,Confirmed,55,0,0
1999,June,Pennsylvania,Child Daycare,,,,,,23,,
1999,June,Pennsylvania,Restaurant,,,,,,15,,
1999,June,Pennsylvania,Hospital,,,Staphylococcus aureus,,Suspected,6,0,0
1999,June,Pennsylvania,Private Home/Residence,,,Salmonella enterica,Typhimurium,Confirmed,4,2,0
1999,June,Pennsylvania,Catering Service,,,,,,11,0,0
1999,June,Tennessee,Private Home/Residence,,,Staphylococcus aureus,,Suspected,7,0,0
1999,June,Texas,Camp,,,"Escherichia coli, Shiga toxin-producing",O111,Confirmed,55,,0
1999,June,Utah,Catering Service,"Ice Cream, Unspecified",Egg,Salmonella enterica,Enteritidis,Confirmed,256,0,0
1999,June,Virginia,Private Home/Residence; Grocery Store,,,,,,16,0,0
1999,June,Washington,Grocery Store; Office/Indoor Workplace,Mixed Fruit,,Salmonella enterica,Javiana,Confirmed,11,4,0
1999,June,Washington,Restaurant,,,,,,4,,
1999,June,Washington,Private Home/Residence; Grocery Store,,,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,5,2,
1999,June,Washington,Restaurant,"Chicken, Unspecified",,,,,17,0,
1999,June,Washington,,"Turkey, Unspecified",,,,,16,,
1999,June,Washington,Restaurant,"Beef, Unspecified; Chicken, Unspecified",,,,,3,0,
1999,June,Washington,Restaurant,"Chicken, Unspecified",,Salmonella enterica,,Confirmed,2,0,
1999,June,Washington,Private Home/Residence,"Other Milk, Unpasteurized",,Campylobacter unknown,,Confirmed,2,,
1999,July,Alabama,Private Home/Residence,,,,,,6,0,0
1999,July,Alabama,Restaurant,,,,,,3,0,0
1999,July,Alabama,Restaurant,,,,,,2,0,0
1999,July,Alabama,Catering Service,Tuna Salad,,,,,37,3,0
1999,July,Alabama,Restaurant,"Pizza, Meat",,,,,4,0,0
1999,July,Alabama,Restaurant,,,,,,2,0,0
1999,July,Alabama,,,,,,,2,0,0
1999,July,Alabama,Restaurant,,,,,,2,0,0
1999,July,California,School/College/University,"Eggs, Unspecified",Egg,Salmonella enterica,Enteritidis,Confirmed,29,,
1999,July,California,Restaurant,"Oysters, Raw","Oysters, Raw",Vibrio parahaemolyticus,,Confirmed,4,0,0
1999,July,California,Restaurant,"Mayonnaise, Homemade; Bun",,Salmonella enterica,Enteritidis,Confirmed,6,2,0
1999,July,California,,"Salsa, Unspecified",,Staphylococcus aureus; Bacillus cereus,,Suspected; Suspected,13,0,0
1999,July,California,School/College/University,Honeydew Melon; Watermelon,,Salmonella enterica,Enteritidis,Confirmed,82,3,0
1999,July,California,,"Eggs, Unspecified",,Salmonella enterica,Enteritidis,Confirmed,33,0,0
1999,July,Connecticut,Private Home/Residence,,,"Escherichia coli, Shiga toxin-producing",O157:NM (H-),Confirmed,17,7,0
1999,July,Connecticut,Camp,,,Salmonella enterica,Typhimurium,Confirmed,12,1,0
1999,July,Florida,Restaurant,Macaroni Salad,,Norovirus genogroup I,,Confirmed,18,0,0
1999,July,Florida,Private Home/Residence,Multiple Foods,,,,,45,2,0
1999,July,Florida,Prison/Jail,"Bread, Unspecified",,Salmonella enterica; Norovirus genogroup I,Typhimurium,Confirmed; Confirmed,14,,
1999,July,Florida,Prison/Jail,Multiple Foods,,Norovirus genogroup I,,Suspected,25,,
1999,July,Florida,Grocery Store,"Deviled Eggs; Roast Beef, Unspecified",Egg; Beef,Norovirus genogroup I,,Suspected,26,,
1999,July,Florida,Restaurant,Other Food,,,,,3,,
1999,July,Florida,Restaurant,"Fish Sandwich, Unspecified",,,,,2,,
1999,July,Florida,Restaurant,"Beef, Chimichanga; Beef/Steak Taquitos",Beef; Beef,,,,3,0,0
1999,July,Florida,Restaurant,"Oysters, Fried; Shrimp, Fried",,,,,2,0,0
1999,July,Florida,Restaurant,"Fried Rice, Unspecified; Chicken, Bbq; Ribs, Beef",,Staphylococcus aureus,,Suspected,2,,
1999,July,Florida,Restaurant,"Ground Beef, Hamburger; Ground Beef, Cheeseburger",,,,,4,,
1999,July,Florida,Restaurant,"Cheese Sticks; Ground Beef, Hamburger",,,,,2,0,0
1999,July,Florida,Restaurant,Lettuce-Based Salads Unspecified,,Norovirus genogroup I,,Suspected,5,0,0
1999,July,Florida,Restaurant,"Ground Beef, Cheeseburger",,Staphylococcus aureus,,Suspected,2,,
1999,July,Florida,Restaurant,Potato Salad,,Clostridium perfringens,,Suspected,4,0,0
1999,July,Florida,Restaurant,"Sandwich, Chicken",,,,,2,0,0
1999,July,Florida,Restaurant,"Sandwich, Submarine",,,,,3,0,0
1999,July,Florida,Restaurant,"Fish, Catfish",,,,,5,0,0
1999,July,Florida,Restaurant,"Sandwich, Chicken",,,,,2,0,0
1999,July,Florida,Catering Service,,,Norovirus genogroup I,,Suspected,23,0,0
1999,July,Florida,Restaurant,"Sandwich, Sausage",,,,,3,0,0
1999,July,Florida,Restaurant,"Lasagna, Unspecified",,Bacillus cereus,,Suspected,2,0,0
1999,July,Florida,,Popcorn,,Chemical or toxin,,Suspected,2,0,0
1999,July,Florida,,"Chicken, Other",,Staphylococcus aureus,,Suspected,2,0,0
1999,July,Georgia,Restaurant,"Rice, Yellow",,,,,3,0,0
1999,July,Georgia,Restaurant,"Pork, Bbq",,Salmonella enterica,Typhimurium var Cope,Confirmed,16,3,0
1999,July,Hawaii,Restaurant,Musubi (Rice In Seaweed),,,,,74,,
1999,July,Hawaii,Private Home/Residence,"Fish, Kole; Fish, Manini",Fin Fish,Ciguatoxin,,Confirmed,4,0,1
1999,July,Illinois,Restaurant,"Fish, Wahoo",,Chemical or toxin,,Suspected,8,0,0
1999,July,Illinois,Restaurant,Egg Rolls,,,,,5,,
1999,July,Illinois,Restaurant,"Fish, Amberjack",,,,,21,1,0
1999,July,Illinois,Restaurant,,,,,,4,0,0
1999,July,Illinois,Restaurant,Egg Rolls,,,,,4,0,0
1999,July,Illinois,,,,Salmonella enterica,Typhimurium,Confirmed,10,0,0
1999,July,Indiana,Restaurant,"Pudding, Tapioca",,Salmonella enterica,Heidelberg,Confirmed,13,6,0
1999,July,Maryland,Restaurant,,,,,,4,0,0
1999,July,Maryland,,,,Salmonella enterica,Newport,Confirmed,23,1,0
1999,July,Maryland,,,,,,,2,0,0
1999,July,Maryland,Restaurant,,,,,,4,0,0
1999,July,Maryland,Restaurant,,,,,,2,,
1999,July,Maryland,Restaurant,,,,,,2,,
1999,July,Maryland,Restaurant,,,,,,2,,
1999,July,Maryland,Restaurant,"Sandwich, Chicken Parmesan",,Salmonella enterica,Enteritidis,Confirmed,3,,
1999,July,Maryland,Restaurant,"Other Cheese, Unspecified; Omelette; Tomato, Unspecified",,,,,2,,
1999,July,Maryland,Restaurant,,,,,,2,,
1999,July,Maryland,Restaurant; Catering Service,"Pork, Unspecified",,,,,28,1,0
1999,July,Massachusetts,Private Home/Residence,"Goat, Unspecified",,Salmonella enterica,Typhimurium,Confirmed,20,,
1999,July,Michigan,,Multiple Foods,,Norovirus genogroup I,,Confirmed,62,,
1999,July,Michigan,,"Sandwich, Unspecified; Salad, Unspecified",,Hepatitis A,,Confirmed,40,,
1999,July,Michigan,,"Sandwich, Submarine",,,,,22,,
1999,July,Michigan,Restaurant,,,,,,2,,
1999,July,Michigan,Restaurant,Rice,,,,,6,,0
1999,July,Michigan,School/College/University,,,,,,9,,
1999,July,Minnesota,Restaurant,"Cheese, Unspecified",,Norovirus genogroup I,,Suspected,7,0,0
1999,July,Minnesota,Catering Service,"Ground Beef, Meatballs",,Norovirus genogroup I,,Confirmed,9,0,0
1999,July,Missouri,Catering Service,"Basil, Unspecified",Spices,Cyclospora cayatenensis,,Confirmed,62,1,0
1999,July,Missouri,Grocery Store,,,,,,20,,
1999,July,Multistate,Restaurant,"Cake, Tiramisu; Eggs, Other",,Salmonella enterica,Enteritidis,Confirmed,16,0,0
1999,July,Multistate,Restaurant,Crab Cakes,,Salmonella enterica,Enteritidis,Confirmed,9,3,0
1999,July,Multistate,Nursing Home/Assisted Living Facility,"Eggs, Other",,Salmonella enterica,Enteritidis,Confirmed,3,0,0
1999,July,New Jersey,Restaurant,"Cake, Tiramisu",,Salmonella enterica,Unknown,Confirmed,16,0,0
1999,July,New York,,,,,,,60,,
1999,July,New York,Restaurant,"Salsa, Unspecified",,,,,4,,
1999,July,New York,Camp,,,Salmonella enterica,Typhimurium,Confirmed,13,,
1999,July,New York,,,,,,,15,0,0
1999,July,North Carolina,Restaurant,"Beef, Unspecified",,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,3,,
1999,July,North Carolina,Camp,,,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,7,,
